game_id,seed,block_seed,shift,setup,my_power,my_agent,opp_agent,end_reason,final_phase,num_phases,agent_AUSTRIA,agent_ENGLAND,agent_FRANCE,agent_GERMANY,agent_ITALY,agent_RUSSIA,agent_TURKEY,sc_AUSTRIA,sc_ENGLAND,sc_FRANCE,sc_GERMANY,sc_ITALY,sc_RUSSIA,sc_TURKEY,sos_AUSTRIA,sos_ENGLAND,sos_FRANCE,sos_GERMANY,sos_ITALY,sos_RUSSIA,sos_TURKEY,c1_AUSTRIA,c2_AUSTRIA,c3_AUSTRIA,c4_AUSTRIA,c1_ENGLAND,c2_ENGLAND,c3_ENGLAND,c4_ENGLAND,c1_FRANCE,c2_FRANCE,c3_FRANCE,c4_FRANCE,c1_GERMANY,c2_GERMANY,c3_GERMANY,c4_GERMANY,c1_ITALY,c2_ITALY,c3_ITALY,c4_ITALY,c1_RUSSIA,c2_RUSSIA,c3_RUSSIA,c4_RUSSIA,c1_TURKEY,c2_TURKEY,c3_TURKEY,c4_TURKEY,support_success_AUSTRIA,support_total_AUSTRIA,support_success_ENGLAND,support_total_ENGLAND,support_success_FRANCE,support_total_FRANCE,support_success_GERMANY,support_total_GERMANY,support_success_ITALY,support_total_ITALY,support_success_RUSSIA,support_total_RUSSIA,support_success_TURKEY,support_total_TURKEY
run_multi_block0_shift0_seed0_v1,0,0,0,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,58,dipnet,cicero_nopress,cicero_nopress,dipnet,consistent,searchbot,consistent,0,15,0,0,10,0,9,0.000000,0.554187,0.000000,0.000000,0.246305,0.000000,0.199507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,83,96,25,36,9,13,44,80,16,37,36,63
run_multi_block0_shift3_seed3_v1,3,0,3,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,58,searchbot,consistent,consistent,searchbot,dipnet,cicero_nopress,dipnet,0,3,11,4,0,16,0,0.000000,0.022388,0.300995,0.039801,0.000000,0.636816,0.000000,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,11,18,40,56,48,77,19,54,3,3,42,90,23,50
run_multi_block0_shift2_seed2_v1,2,0,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_TURKEY,F1912R,55,cicero_nopress,dipnet,dipnet,cicero_nopress,searchbot,consistent,searchbot,0,0,3,12,0,0,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,9,9,9,9,36,89,48,69,31,39,7,27,53,60
run_multi_block0_shift1_seed1_v1,1,0,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_AUSTRIA,F1911M,48,consistent,searchbot,searchbot,consistent,cicero_nopress,dipnet,cicero_nopress,20,5,3,0,5,1,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,3,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,51,63,22,41,38,61,15,29,29,38,15,29,16,27
run_multi_block1_shift0_seed1000_v1,1000,1,0,multi,AUSTRIA,consistent,dipnet,max_phases,F1914M,60,consistent,dipnet,dipnet,searchbot,cicero_nopress,searchbot,consistent,10,4,10,6,0,0,4,0.373134,0.059701,0.373134,0.134328,0.000000,0.000000,0.059701,0,3,0,0,0,5,0,0,1,2,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,48,109,36,53,51,87,34,49,17,28,18,37,30,45
run_multi_block1_shift1_seed1001_v1,1001,1,1,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,56,dipnet,cicero_nopress,cicero_nopress,consistent,searchbot,consistent,dipnet,0,0,7,9,15,3,0,0.000000,0.000000,0.134615,0.222527,0.618132,0.024725,0.000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,3,5,5,5,62,73,57,89,57,71,15,23,34,93
run_multi_block1_shift3_seed1003_v1,1003,1,3,multi,AUSTRIA,consistent,dipnet,max_phases,S1913R,60,searchbot,consistent,consistent,cicero_nopress,dipnet,cicero_nopress,searchbot,0,0,16,0,1,14,3,0.000000,0.000000,0.554113,0.000000,0.002165,0.424242,0.019481,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,7,1,0,2,7,0,0,4,4,27,30,59,107,17,34,20,31,48,108,39,59
run_multi_block2_shift0_seed2000_v1,2000,2,0,multi,AUSTRIA,consistent,dipnet,max_phases,F1913R,60,dipnet,dipnet,searchbot,searchbot,consistent,cicero_nopress,cicero_nopress,0,0,17,1,2,14,0,0.000000,0.000000,0.589796,0.002041,0.008163,0.400000,0.000000,0,0,0,0,0,2,0,0,0,0,1,0,2,3,1,0,0,0,0,0,2,3,1,0,0,1,0,0,5,5,5,9,38,47,26,38,47,63,68,86,17,35
run_multi_block2_shift1_seed2001_v1,2001,2,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1912R,51,searchbot,searchbot,consistent,consistent,cicero_nopress,dipnet,dipnet,2,3,19,9,0,1,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,36,57,17,25,46,118,35,82,7,11,6,28,19,28
run_multi_block1_shift2_seed1002_v1,1002,1,2,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,60,cicero_nopress,searchbot,searchbot,dipnet,consistent,dipnet,cicero_nopress,1,7,8,0,3,0,15,0.002874,0.140805,0.183908,0.000000,0.025862,0.000000,0.646552,0,1,0,0,4,9,1,0,2,4,1,0,2,3,1,2,0,0,0,0,0,0,0,0,1,4,0,0,14,27,47,61,37,57,29,33,36,41,15,40,53,69
run_multi_block3_shift0_seed3000_v1,3000,3,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1913R,57,cicero_nopress,searchbot,dipnet,searchbot,consistent,consistent,dipnet,0,0,18,0,16,0,0,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,1,0,0,0,1,0,0,1,4,0,0,1,5,0,0,0,1,0,0,0,0,0,0,1,3,0,1,4,15,5,6,47,116,25,65,54,98,25,31,26,64
run_multi_block3_shift1_seed3001_v1,3001,3,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1910R,43,searchbot,consistent,cicero_nopress,consistent,dipnet,dipnet,cicero_nopress,4,0,2,18,5,0,5,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,37,4,5,27,29,51,66,17,32,11,22,18,30
run_multi_block2_shift2_seed2002_v1,2002,2,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_TURKEY,F1913M,57,consistent,consistent,cicero_nopress,cicero_nopress,dipnet,searchbot,searchbot,0,5,8,3,0,0,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,2,0,2,0,2,0,0,6,10,39,61,38,55,38,68,21,36,3,5,86,110
run_multi_block2_shift3_seed2003_v1,2003,2,3,multi,AUSTRIA,consistent,dipnet,max_phases,F1913M,60,cicero_nopress,cicero_nopress,dipnet,dipnet,searchbot,consistent,consistent,0,17,0,0,5,6,6,0.000000,0.748705,0.000000,0.000000,0.064767,0.093264,0.093264,0,0,0,0,0,4,1,0,1,2,0,1,2,5,1,2,2,2,1,0,0,0,0,0,0,0,0,0,9,11,68,82,6,6,15,21,58,98,36,61,34,72
run_multi_block3_shift2_seed3002_v1,3002,3,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1912R,54,consistent,dipnet,searchbot,dipnet,cicero_nopress,cicero_nopress,searchbot,0,0,18,0,7,2,7,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,2,0,0,1,2,0,0,5,3,1,0,23,35,10,10,59,83,17,54,30,38,37,80,24,59
run_multi_block3_shift3_seed3003_v1,3003,3,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1913R,60,dipnet,cicero_nopress,consistent,cicero_nopress,searchbot,searchbot,consistent,0,4,18,0,0,0,12,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,14,35,59,60,116,26,48,13,16,36,47,50,87
run_multi_block4_shift0_seed4000_v1,4000,4,0,multi,AUSTRIA,consistent,dipnet,max_phases,S1916M,60,searchbot,cicero_nopress,consistent,consistent,dipnet,searchbot,dipnet,16,9,9,0,0,0,0,0.612440,0.193780,0.193780,0.000000,0.000000,0.000000,0.000000,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,117,192,73,114,33,70,23,42,4,4,4,10,5,12
run_multi_block4_shift1_seed4001_v1,4001,4,1,multi,AUSTRIA,consistent,dipnet,max_phases,F1913R,60,cicero_nopress,dipnet,searchbot,searchbot,consistent,cicero_nopress,consistent,0,0,11,6,2,0,15,0.000000,0.000000,0.313472,0.093264,0.010363,0.000000,0.582902,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,25,7,7,58,87,47,83,27,41,30,53,45,61
run_multi_block4_shift2_seed4002_v1,4002,4,2,multi,AUSTRIA,consistent,dipnet,max_phases,F1913R,60,dipnet,consistent,cicero_nopress,cicero_nopress,searchbot,dipnet,searchbot,0,16,2,1,0,0,15,0.000000,0.526749,0.008230,0.002058,0.000000,0.000000,0.462963,0,1,0,0,1,1,0,0,1,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,4,2,1,0,8,13,56,95,52,76,22,39,11,19,2,6,51,109
run_multi_block4_shift3_seed4003_v1,4003,4,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_ENGLAND,F1913R,60,consistent,searchbot,dipnet,dipnet,cicero_nopress,consistent,cicero_nopress,13,18,0,0,2,0,1,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0,0,1,2,0,0,0,4,0,1,1,1,1,0,0,9,0,0,0,0,0,0,0,7,0,0,62,81,69,94,31,43,20,32,20,41,16,23,12,16
run_multi_block5_shift0_seed5000_v1,5000,5,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1913R,59,dipnet,searchbot,consistent,cicero_nopress,consistent,cicero_nopress,searchbot,0,0,0,18,6,0,10,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,24,15,17,17,24,54,72,40,53,23,69,49,65
run_multi_block5_shift3_seed5003_v1,5003,5,3,multi,AUSTRIA,consistent,dipnet,max_phases,F1913R,60,searchbot,cicero_nopress,dipnet,consistent,dipnet,consistent,cicero_nopress,0,8,6,0,3,17,0,0.000000,0.160804,0.090452,0.000000,0.022613,0.726131,0.000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,4,47,65,45,69,22,44,28,47,68,116,25,44
run_multi_block5_shift2_seed5002_v1,5002,5,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1912R,56,cicero_nopress,consistent,searchbot,dipnet,searchbot,dipnet,consistent,0,0,19,4,4,0,7,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,3,6,0,0,2,6,4,0,1,4,1,0,2,3,0,0,0,1,0,0,7,9,8,8,55,83,30,92,43,53,18,54,28,41
run_multi_block5_shift1_seed5001_v1,5001,5,1,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,57,consistent,dipnet,cicero_nopress,searchbot,cicero_nopress,searchbot,dipnet,0,0,14,3,17,0,0,0.000000,0.000000,0.396761,0.018219,0.585020,0.000000,0.000000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,25,37,12,12,71,81,29,44,56,102,12,22,1,17
run_multi_block6_shift0_seed6000_v1,6000,6,0,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,55,cicero_nopress,searchbot,cicero_nopress,consistent,dipnet,searchbot,dipnet,17,0,8,8,1,0,0,0.691388,0.000000,0.153110,0.153110,0.002392,0.000000,0.000000,0,2,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53,90,6,18,45,76,41,92,28,45,11,19,0,20
run_multi_block6_shift1_seed6001_v1,6001,6,1,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,56,consistent,dipnet,consistent,searchbot,cicero_nopress,dipnet,cicero_nopress,4,5,7,6,6,1,5,0.085106,0.132979,0.260638,0.191489,0.191489,0.005319,0.132979,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,57,42,95,33,37,37,56,30,35,20,54,28,47
run_multi_block6_shift2_seed6002_v1,6002,6,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_TURKEY,F1912R,54,searchbot,cicero_nopress,searchbot,dipnet,consistent,cicero_nopress,consistent,0,0,15,1,0,0,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,10,16,59,71,38,53,25,41,36,48,33,72
run_multi_block6_shift3_seed6003_v1,6003,6,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_TURKEY,F1912R,53,dipnet,consistent,dipnet,cicero_nopress,searchbot,consistent,searchbot,0,6,6,4,0,0,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,1,1,0,0,0,0,0,1,1,0,0,0,8,0,1,5,0,1,0,0,0,0,1,2,2,0,10,22,37,63,33,93,31,47,21,33,4,7,49,65
run_multi_block7_shift1_seed7001_v1,7001,7,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1910R,40,consistent,dipnet,cicero_nopress,consistent,searchbot,dipnet,cicero_nopress,2,0,0,18,7,2,5,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,15,57,12,19,21,22,50,60,31,38,4,36,10,39
run_multi_block7_shift2_seed7002_v1,7002,7,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1910R,43,dipnet,searchbot,consistent,dipnet,cicero_nopress,searchbot,consistent,1,0,18,0,6,1,8,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,1,2,4,0,0,0,0,0,26,52,7,9,53,61,11,12,29,37,25,52,30,36
run_multi_block7_shift0_seed7000_v1,7000,7,0,multi,AUSTRIA,consistent,dipnet,max_phases,W1914A,60,cicero_nopress,consistent,searchbot,cicero_nopress,dipnet,consistent,searchbot,0,7,0,16,0,0,11,0.000000,0.115023,0.000000,0.600939,0.000000,0.000000,0.284038,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,3,0,0,9,36,28,62,17,27,59,157,23,55,2,2,60,135
run_multi_block7_shift3_seed7003_v1,7003,7,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1909R,39,searchbot,cicero_nopress,dipnet,searchbot,consistent,cicero_nopress,dipnet,0,2,7,3,18,4,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,2,0,0,0,0,0,0,1,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,16,15,38,27,33,45,58,31,48,16,24
run_multi_block8_shift1_seed8001_v1,8001,8,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_ITALY,F1910R,47,dipnet,cicero_nopress,searchbot,cicero_nopress,consistent,dipnet,searchbot,0,0,2,13,18,1,0,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,5,6,9,11,21,28,45,58,54,80,17,29,16,26
run_multi_block8_shift2_seed8002_v1,8002,8,2,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1912R,51,searchbot,consistent,cicero_nopress,consistent,dipnet,searchbot,cicero_nopress,0,0,0,20,4,0,10,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,28,33,70,115,12,111,16,38,33,84
run_multi_block8_shift0_seed8000_v1,8000,8,0,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,60,consistent,searchbot,dipnet,searchbot,cicero_nopress,consistent,dipnet,0,4,6,2,6,15,1,0.000000,0.050314,0.113208,0.012579,0.113208,0.707547,0.003145,0,0,0,0,0,3,1,1,0,3,0,0,2,4,4,1,0,0,0,0,0,1,0,0,0,0,6,0,4,7,32,70,35,76,36,65,33,48,59,99,16,39
run_multi_block8_shift3_seed8003_v1,8003,8,3,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1909R,40,cicero_nopress,dipnet,consistent,dipnet,searchbot,cicero_nopress,consistent,0,0,19,0,5,0,10,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,2,3,1,0,0,0,0,0,0,2,0,0,7,16,15,24,48,73,7,18,23,33,12,19,33,44
run_multi_block9_shift0_seed9000_v1,9000,9,0,multi,AUSTRIA,consistent,dipnet,solo_18sc_GERMANY,F1910R,47,searchbot,cicero_nopress,dipnet,consistent,dipnet,consistent,cicero_nopress,9,1,0,20,3,0,1,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,47,24,38,8,19,54,73,20,26,11,16,15,24
run_multi_block9_shift1_seed9001_v1,9001,9,1,multi,AUSTRIA,consistent,dipnet,solo_18sc_FRANCE,F1913R,53,consistent,dipnet,searchbot,cicero_nopress,searchbot,cicero_nopress,dipnet,0,12,19,0,0,0,3,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,40,48,164,51,157,9,14,7,7,11,28,24,46
run_multi_block9_shift2_seed9002_v1,9002,9,2,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,58,cicero_nopress,searchbot,consistent,dipnet,consistent,dipnet,searchbot,17,4,8,1,4,0,0,0.748705,0.041451,0.165803,0.002591,0.041451,0.000000,0.000000,2,1,0,0,2,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,62,141,37,71,27,35,9,18,24,51,4,9,17,25
run_multi_block9_shift3_seed9003_v1,9003,9,3,multi,AUSTRIA,consistent,dipnet,stop_after_W1913A,W1913A,60,dipnet,consistent,cicero_nopress,searchbot,cicero_nopress,searchbot,consistent,0,7,14,0,7,0,6,0.000000,0.148485,0.593939,0.000000,0.148485,0.000000,0.109091,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,13,23,28,30,76,81,5,10,37,48,19,35,33,49
